,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,yrs_renovated,sale_month
15399,9414610020,6/18/2014,574950.0,5,3.25,3160,10000,2.0,0.0,4,8,0.0,1980,0.0,98027,2130,0.0,6
15400,1160000255,8/18/2014,311000.0,3,1.0,1120,8631,1.0,0.0,3,7,0.0,1942,0.0,98125,1350,0.0,8
15401,777100005,11/22/2014,1650000.0,3,2.25,2750,6203,1.0,1.0,5,7,1130.0,1959,0.0,98074,2570,0.0,11
15402,3205100130,5/6/2014,387000.0,3,1.0,1230,9568,1.0,0.0,5,7,0.0,1962,0.0,98056,1270,0.0,5
15403,2929600020,8/5/2014,375000.0,3,1.5,1190,20672,1.5,0.0,3,7,0.0,1948,0.0,98166,2150,0.0,8
15404,2420069242,9/25/2014,175000.0,2,1.0,740,3434,1.0,0.0,5,6,0.0,1920,0.0,98022,1160,0.0,9
15405,5009600010,6/12/2014,248000.0,4,2.5,1770,5855,2.0,0.0,3,7,0.0,2003,0.0,98038,1790,0.0,6
15406,2414600255,4/3/2015,336750.0,4,2.25,1720,7803,1.0,0.0,3,8,370.0,1955,0.0,98146,1720,0.0,4
15407,9359300250,6/4/2014,685000.0,4,2.5,2770,45514,2.0,0.0,4,9,0.0,1989,0.0,98077,2940,0.0,6
15408,3629980920,7/15/2014,645000.0,4,2.75,2330,3917,2.0,0.0,3,9,0.0,2004,0.0,98029,2620,0.0,7
15409,6679001060,12/18/2014,279000.0,3,2.5,1660,7388,2.0,0.0,3,7,0.0,2003,0.0,98038,2240,0.0,12
15410,1702900664,4/16/2015,479000.0,2,2.5,1730,1037,3.5,0.0,3,8,0.0,2008,0.0,98118,1280,0.0,4
15411,928000020,1/28/2015,466000.0,3,2.25,1880,7279,1.0,0.0,3,7,600.0,1962,0.0,98155,2020,0.0,1
15412,705710290,4/20/2015,361500.0,4,2.75,2190,6740,2.0,0.0,3,7,0.0,1995,0.0,98038,1950,0.0,4
15414,9378700190,3/16/2015,319000.0,4,3.25,2360,8344,2.0,0.0,3,8,0.0,1990,0.0,98058,1860,0.0,3
15415,5104200420,3/16/2015,320000.0,3,1.5,1490,10132,1.0,0.0,4,6,0.0,1969,0.0,98059,1720,0.0,3
15416,9550202140,11/17/2014,1310000.0,4,3.75,3490,5625,2.0,0.0,3,9,880.0,2014,0.0,98103,1940,0.0,11
15417,7855300460,9/23/2014,1000000.0,3,2.75,2370,8900,1.0,0.0,4,9,700.0,1971,0.0,98006,2840,0.0,9
15418,9346960050,11/7/2014,660000.0,4,2.5,2290,9120,2.0,0.0,4,8,0.0,1977,0.0,98006,2290,0.0,11
15419,2254501440,4/21/2015,546000.0,4,3.0,1790,3600,1.5,0.0,3,8,0.0,1901,0.0,98122,1770,0.0,4
15420,3732800525,7/9/2014,300000.0,4,1.75,1820,5015,1.0,0.0,4,6,630.0,1926,0.0,98108,1530,0.0,7
15421,2525059134,10/16/2014,500000.0,2,1.5,1760,12000,1.0,0.0,4,7,0.0,1964,0.0,98052,2200,0.0,10
15422,8562891100,9/10/2014,381500.0,4,2.5,2430,5556,2.0,0.0,4,8,0.0,2003,0.0,98042,2430,0.0,9
15424,5104530680,1/16/2015,278226.0,4,2.5,2390,4639,2.0,0.0,3,8,0.0,2006,0.0,98038,2390,0.0,1
15425,2917200675,1/27/2015,340000.0,2,1.75,1500,4158,1.0,0.0,4,7,280.0,1947,0.0,98103,1270,0.0,1
15426,8732030440,8/13/2014,305000.0,4,2.5,2510,12000,1.0,0.0,3,8,990.0,1977,0.0,98023,2210,0.0,8
15427,7779200275,6/13/2014,760000.0,4,2.5,2420,10285,1.0,0.0,3,8,720.0,1958,0.0,98146,2540,0.0,6
15428,6121800050,10/29/2014,195000.0,4,1.5,2170,9948,2.0,0.0,3,7,0.0,1952,0.0,98148,1500,0.0,10
15430,3261020080,12/24/2014,539500.0,4,2.25,2280,8550,1.0,0.0,3,8,620.0,1977,0.0,98034,2590,0.0,12
15431,4060000020,9/18/2014,299980.0,4,1.5,1580,10230,1.0,0.0,3,6,790.0,1945,2008.0,98178,1130,12.0,9
15432,5468730280,10/13/2014,290000.0,4,2.5,1850,5674,2.0,0.0,3,7,0.0,1993,0.0,98042,1750,0.0,10
15433,7304301045,2/3/2015,257000.0,2,1.0,770,11084,1.0,0.0,4,6,0.0,1947,0.0,98155,1010,0.0,2
15434,4077800507,8/21/2014,518500.0,4,3.0,2120,5520,1.5,0.0,3,8,700.0,1985,0.0,98125,2020,0.0,8
15435,1041500020,9/8/2014,657000.0,4,2.75,3060,35380,1.0,0.0,3,9,1250.0,1982,0.0,98074,1980,0.0,9
15436,1423089134,8/15/2014,590000.0,3,2.25,2680,41250,2.0,0.0,3,7,0.0,1984,0.0,98045,1940,0.0,8
15437,3992700048,7/18/2014,526000.0,4,1.75,2220,6350,1.0,0.0,3,7,1110.0,1959,0.0,98125,1950,0.0,7
15438,2172000285,3/23/2015,254500.0,2,1.0,1150,11250,1.0,0.0,3,6,0.0,1920,0.0,98178,1100,0.0,3
15441,7201800280,7/15/2014,409950.0,3,1.75,1320,6030,1.0,0.0,4,7,0.0,1969,0.0,98052,1840,0.0,7
15442,8856000545,5/7/2014,100000.0,2,1.0,910,22000,1.0,0.0,3,6,0.0,1956,0.0,98001,1326,0.0,5
15444,1450100020,2/9/2015,208000.0,3,1.0,1300,7420,1.0,0.0,4,6,0.0,1960,0.0,98002,1250,0.0,2
15446,1446110020,9/10/2014,405000.0,5,3.5,3672,9742,2.0,0.0,3,9,666.0,2006,0.0,98092,2140,0.0,9
15447,8914100080,3/11/2015,568000.0,3,2.5,2740,22499,2.0,0.0,3,9,0.0,1994,0.0,98058,2710,0.0,3
15448,3333000655,5/11/2015,334000.0,2,1.0,890,6000,1.0,0.0,3,6,0.0,1941,0.0,98118,1090,0.0,5
15449,8019201061,1/15/2015,235000.0,3,2.0,1090,8400,1.0,0.0,4,6,0.0,1961,0.0,98168,1100,0.0,1
15451,5631500947,1/22/2015,610000.0,4,3.0,2600,29539,1.0,0.0,3,8,0.0,1994,0.0,98028,1810,0.0,1
15452,254000020,6/5/2014,453500.0,4,1.75,2000,6032,1.0,0.0,3,7,700.0,1959,0.0,98146,1930,0.0,6
15453,1929300305,6/23/2014,1220000.0,4,3.75,3520,3944,1.5,0.0,5,8,1320.0,1913,0.0,98109,2310,0.0,6
15454,4202400078,1/28/2015,175000.0,2,1.0,1410,7000,1.0,0.0,3,7,0.0,1968,0.0,98055,1540,0.0,1
15455,4202400078,4/28/2015,335000.0,2,1.0,1410,7000,1.0,0.0,3,7,0.0,1968,0.0,98055,1540,0.0,4
15456,2968800010,9/4/2014,275000.0,3,1.5,1950,7620,1.0,0.0,4,7,940.0,1956,0.0,98166,1850,0.0,9
15457,2880100675,5/14/2014,400000.0,2,1.0,980,2130,1.0,0.0,4,6,120.0,1918,0.0,98117,980,0.0,5
15458,1024000050,7/18/2014,915000.0,3,2.75,3390,7000,1.0,0.0,4,8,1650.0,1979,0.0,98116,1770,0.0,7
15459,6072400280,6/19/2014,619850.0,4,2.5,2270,9247,1.0,0.0,5,8,770.0,1972,0.0,98006,2270,0.0,6
15460,2329600280,2/2/2015,225900.0,3,1.0,1510,8800,1.0,0.0,4,7,500.0,1963,0.0,98003,1290,0.0,2
15461,6822100050,9/18/2014,525000.0,2,1.5,960,7200,1.0,0.0,3,7,0.0,1910,1987.0,98199,1550,33.0,9
15462,1420400130,12/26/2014,215000.0,4,2.25,1900,9600,1.0,0.0,4,7,0.0,1967,0.0,98031,2040,0.0,12
15463,7732400280,5/14/2014,802000.0,3,2.5,2580,13096,2.0,0.0,3,9,0.0,1986,0.0,98052,2580,0.0,5
15464,4397000500,6/30/2014,330000.0,4,2.5,2340,11784,2.0,0.0,3,9,0.0,1997,0.0,98042,2250,0.0,6
15465,9560700010,8/1/2014,549800.0,3,2.25,1580,11680,1.0,0.0,4,7,0.0,1958,0.0,98005,2270,0.0,8
15466,6131600285,10/24/2014,195500.0,4,1.0,1230,8636,1.5,0.0,4,6,0.0,1954,0.0,98002,1168,0.0,10
15467,8956500020,8/18/2014,338000.0,3,2.5,1590,7819,2.0,0.0,3,7,0.0,1992,0.0,98055,1790,0.0,8
15468,624069108,8/12/2014,3200000.0,4,3.25,7000,28206,1.0,1.0,4,12,3500.0,1991,0.0,98075,4913,0.0,8
15469,1727500280,8/20/2014,480000.0,4,2.25,1770,7000,1.0,0.0,5,7,0.0,1972,0.0,98034,1780,0.0,8
15470,4029400080,4/6/2015,383000.0,4,2.5,1850,8310,1.0,0.0,3,7,650.0,1962,0.0,98155,1840,0.0,4
15471,2873000920,3/31/2015,257000.0,3,1.75,1430,7210,1.0,0.0,3,7,0.0,1975,0.0,98031,1220,0.0,3
15472,1402900460,2/23/2015,335000.0,4,2.75,2190,9209,2.0,0.0,4,8,0.0,1996,0.0,98092,2430,0.0,2
15473,8125200480,5/8/2015,422000.0,4,2.5,2310,6650,2.0,0.0,3,8,0.0,2012,0.0,98166,1800,0.0,5
15474,1087900050,6/3/2014,560000.0,3,1.75,2000,10182,1.0,0.0,5,7,600.0,1963,0.0,98033,2050,0.0,6
15475,7937900280,4/24/2015,680000.0,4,2.75,3620,35429,2.0,0.0,3,10,0.0,2006,0.0,98058,3310,0.0,4
15476,1096100010,10/28/2014,320000.0,2,1.0,1210,7040,1.0,0.0,3,7,0.0,1952,0.0,98155,1210,0.0,10
15477,2050100250,9/3/2014,665000.0,3,2.5,2330,15536,1.0,0.0,3,10,?,1996,0.0,98074,3320,0.0,9
15478,8691370500,3/26/2015,751000.0,3,2.5,2840,6854,2.0,0.0,3,9,0.0,2002,0.0,98075,2840,0.0,3
15479,7147600225,11/13/2014,320000.0,6,2.75,2410,10763,1.0,0.0,5,7,1100.0,1957,0.0,98188,1310,0.0,11
15480,4021100095,1/21/2015,290000.0,4,1.75,1820,22043,2.5,0.0,4,7,0.0,1918,0.0,98155,1880,0.0,1
15481,7524000280,10/30/2014,250000.0,4,2.0,1470,7412,1.0,0.0,3,7,0.0,1967,0.0,98198,1390,0.0,10
15483,7922720250,5/6/2015,601002.0,4,2.5,2050,8094,1.0,0.0,3,8,1000.0,1976,0.0,98052,1990,0.0,5
15485,3425079088,8/19/2014,509950.0,3,2.5,2210,70567,2.0,0.0,3,9,0.0,1995,0.0,98014,2000,0.0,8
15487,2581900235,11/10/2014,1080000.0,4,2.75,2580,8100,2.0,0.0,4,8,800.0,1964,0.0,98040,2840,0.0,11
15488,3793500920,7/31/2014,349950.0,3,2.5,2390,6441,2.0,0.0,3,7,0.0,2002,0.0,98038,2180,0.0,7
15489,2472920780,11/26/2014,395000.0,4,2.5,2250,6840,2.0,0.0,3,9,0.0,1987,0.0,98058,2480,0.0,11
15490,8860200010,1/7/2015,273500.0,3,1.5,2000,15265,1.0,0.0,3,8,460.0,1967,0.0,98032,1920,0.0,1
15491,6823100225,4/14/2015,700000.0,4,1.75,1870,6000,1.0,0.0,5,8,200.0,1949,0.0,98199,1710,0.0,4
15492,6669070080,4/17/2015,699000.0,3,2.5,2370,10968,2.0,0.0,4,9,0.0,1985,0.0,98033,2380,0.0,4
15493,7214810050,4/16/2015,537000.0,4,2.25,2640,8800,1.0,0.0,3,8,1020.0,1980,0.0,98072,2500,0.0,4
15494,3791500050,4/29/2015,405000.0,3,1.5,1240,9975,1.0,0.0,3,6,0.0,1977,0.0,98024,1390,0.0,4
15495,4340610080,8/4/2014,269500.0,2,1.0,800,1200,2.0,0.0,3,7,0.0,1999,0.0,98103,806,0.0,8
15496,7686203620,9/25/2014,260000.0,4,2.5,2050,12500,1.0,0.0,3,7,750.0,1965,0.0,98198,1790,0.0,9
15498,4030100005,12/9/2014,1800000.0,5,3.75,4320,39094,2.0,1.0,3,8,0.0,1938,0.0,98155,1920,0.0,12
15499,8931100095,8/21/2014,779000.0,2,2.25,2130,5920,1.0,0.0,3,8,300.0,1950,0.0,98115,2130,0.0,8
15500,1954630080,6/19/2014,500000.0,3,2.5,2840,48716,1.0,0.0,3,9,970.0,1994,0.0,98014,2710,0.0,6
15501,3361402066,4/3/2015,365000.0,4,1.75,3080,32997,1.5,0.0,4,7,0.0,1950,0.0,98168,1980,0.0,4
15502,579000595,9/6/2014,724000.0,2,1.0,1560,5000,1.5,0.0,4,7,0.0,1942,0.0,98117,2620,0.0,9
15503,7701960250,8/11/2014,890000.0,4,2.75,3220,15467,2.0,0.0,3,11,0.0,1994,0.0,98077,3670,0.0,8
15504,1250200595,7/24/2014,431000.0,4,2.5,1450,3600,1.5,0.0,3,7,200.0,1902,0.0,98144,1680,0.0,7
15505,2632000080,7/10/2014,242000.0,2,1.0,960,21850,1.0,0.0,3,6,0.0,1947,0.0,98032,1020,0.0,7
15506,9323000010,4/16/2015,415000.0,4,2.5,2670,8279,2.0,0.0,3,7,0.0,1999,0.0,98148,2290,0.0,4
15507,3052700225,8/14/2014,727160.0,7,3.75,2310,5000,2.0,0.0,3,8,0.0,1984,0.0,98117,1360,0.0,8
15509,3530410020,1/14/2015,265000.0,2,1.75,1090,3272,1.0,0.0,5,8,0.0,1970,0.0,98198,1160,0.0,1
15510,461005435,2/2/2015,519000.0,3,1.75,2000,5680,1.0,0.0,4,7,920.0,1903,0.0,98117,1230,0.0,2
15511,8851500050,1/12/2015,262000.0,4,1.5,1840,9009,2.0,0.0,3,7,0.0,1965,0.0,98198,1390,0.0,1
15512,4094800190,6/23/2014,1190000.0,4,2.5,3160,13194,2.0,0.0,5,10,0.0,1965,0.0,98040,3490,0.0,6
15513,2025701190,5/7/2015,295000.0,3,1.75,1520,6559,1.0,0.0,4,7,350.0,1992,0.0,98038,1520,0.0,5
15514,226059120,1/23/2015,615000.0,3,1.75,2110,56192,1.0,0.0,3,7,630.0,1978,0.0,98072,2570,0.0,1
15515,1818800235,9/5/2014,1100000.0,4,2.75,3410,7750,1.0,0.0,5,8,1700.0,1958,0.0,98116,3080,0.0,9
15516,3905080250,9/26/2014,575000.0,4,2.5,2630,6247,2.0,0.0,3,8,0.0,1992,0.0,98029,2130,0.0,9
15517,3126049415,4/7/2015,388000.0,3,1.75,1350,2325,3.0,0.0,3,7,0.0,1999,0.0,98103,1520,0.0,4
15518,1245000500,11/3/2014,750500.0,4,2.5,2860,9159,1.0,0.0,4,8,1330.0,1989,0.0,98033,2070,0.0,11
15519,2924069132,5/27/2014,527500.0,3,1.75,2310,78844,1.0,0.0,3,8,550.0,1977,0.0,98027,2830,0.0,5
15521,5015000346,11/4/2014,1050000.0,4,3.5,3500,4000,2.0,0.0,3,10,940.0,2000,0.0,98112,1910,0.0,11
15522,8122101440,7/8/2014,325000.0,2,1.0,800,7260,1.0,0.0,3,7,0.0,1953,0.0,98126,1010,0.0,7
15524,6145601995,9/24/2014,370000.0,3,1.5,1560,6774,1.0,0.0,4,6,500.0,1927,0.0,98133,1320,0.0,9
15525,1214000080,6/26/2014,329950.0,3,1.0,1750,7800,1.0,0.0,4,7,600.0,1956,0.0,98166,1750,0.0,6
15526,3361400980,5/12/2015,135000.0,2,1.0,600,6120,1.0,0.0,3,5,?,1943,1989.0,98168,1090,31.0,5
15527,2826049260,6/20/2014,482500.0,4,3.0,1630,7626,1.0,0.0,5,7,520.0,1990,0.0,98125,1630,0.0,6
15529,8732130680,10/27/2014,210000.0,3,2.25,2140,9775,1.0,0.0,4,7,670.0,1978,0.0,98023,2050,0.0,10
15530,1310430130,10/9/2014,459000.0,4,2.75,2790,6600,2.0,0.0,3,9,0.0,2000,0.0,98058,2900,0.0,10
15531,2380000190,7/1/2014,375000.0,3,1.75,2530,35150,1.0,0.0,4,7,730.0,1977,0.0,98042,2460,0.0,7
15532,123039626,10/22/2014,295000.0,3,2.25,1330,7200,1.0,0.0,3,7,430.0,1974,0.0,98146,1380,0.0,10
15535,8118600080,2/20/2015,565000.0,4,2.0,2070,7980,1.5,0.0,4,7,0.0,1940,0.0,98146,1600,0.0,2
15536,2023049372,11/7/2014,339950.0,4,2.25,2670,9040,1.0,0.0,3,8,?,1955,0.0,98148,1880,0.0,11
15537,126059005,1/15/2015,547000.0,5,3.0,2200,103237,1.0,0.0,3,7,1040.0,1971,0.0,98072,2300,0.0,1
15538,6303401150,9/24/2014,125000.0,2,1.0,810,8382,1.0,0.0,4,5,0.0,1942,0.0,98146,1040,0.0,9
15539,1732801150,7/1/2014,2300000.0,4,4.75,3970,9778,2.0,0.0,4,11,580.0,1928,0.0,98119,3970,0.0,7
15540,7893800250,4/30/2015,348000.0,3,2.5,2370,7500,1.0,0.0,3,8,750.0,1979,0.0,98198,1960,0.0,4
15541,1922059298,4/14/2015,175000.0,3,1.0,1460,11880,1.0,0.0,2,7,0.0,1961,0.0,98030,1310,0.0,4
15542,2391600950,5/2/2014,439950.0,3,2.5,1770,2875,2.0,0.0,3,8,0.0,1990,0.0,98116,1770,0.0,5
15543,3623029034,3/11/2015,230000.0,3,1.0,1120,32250,1.0,0.0,4,6,0.0,1934,0.0,98070,1010,0.0,3
15545,1156000250,6/2/2014,320000.0,5,2.5,3020,21441,1.0,0.0,4,8,1510.0,1978,0.0,98042,1610,0.0,6
15546,1326059182,4/6/2015,1090000.0,5,3.25,5600,107157,2.0,0.0,3,10,2160.0,1988,0.0,98072,3470,0.0,4
15548,5042300095,10/31/2014,730000.0,4,1.0,1870,4992,1.5,0.0,4,7,200.0,1940,0.0,98199,2160,0.0,10
15550,3629000080,4/10/2015,237000.0,3,1.5,960,7400,1.0,0.0,3,7,0.0,1962,0.0,98198,1640,0.0,4
15551,5126210280,9/26/2014,560000.0,3,2.5,3440,103672,2.0,0.0,3,9,0.0,1990,0.0,98038,2710,0.0,9
15552,3062600050,7/14/2014,745000.0,3,2.75,3010,12432,1.0,0.0,4,8,1120.0,1970,0.0,98052,2500,0.0,7
15553,5493110080,8/15/2014,1830000.0,3,3.75,6030,39317,2.0,0.0,3,11,1590.0,1991,0.0,98004,4040,0.0,8
15554,2560801222,6/18/2014,180000.0,3,2.25,1990,6350,2.0,0.0,3,7,0.0,1967,0.0,98198,1220,0.0,6
15556,2660500095,5/6/2015,715000.0,4,1.0,1710,6050,1.5,0.0,3,7,300.0,1913,0.0,98118,1560,0.0,5
15558,587800130,12/31/2014,330000.0,3,2.5,1990,9995,2.0,0.0,3,7,0.0,1996,0.0,98198,1680,0.0,12
15560,8650000250,6/7/2014,611000.0,6,2.5,3820,53173,1.0,0.0,4,9,1780.0,1974,0.0,98027,2510,0.0,6
15561,4137050130,6/12/2014,294000.0,4,2.5,2210,8465,1.0,0.0,3,8,720.0,1990,0.0,98092,2210,0.0,6
15562,3288300920,4/21/2015,463000.0,3,1.75,2020,11095,1.0,0.0,4,7,540.0,1975,0.0,98034,2030,0.0,4
15563,3374500290,7/14/2014,320900.0,3,2.0,1770,7251,1.0,0.0,4,8,0.0,1990,0.0,98031,2560,0.0,7
15564,1137400420,10/28/2014,369950.0,4,2.5,2050,4502,2.0,0.0,3,7,0.0,2005,0.0,98059,2480,0.0,10
15565,3222059130,6/16/2014,565000.0,4,2.75,3130,139392,2.0,0.0,4,9,?,1981,0.0,98030,2720,0.0,6
15566,3959400345,3/11/2015,589500.0,4,1.5,3520,4933,1.5,0.0,4,8,1250.0,1929,0.0,98108,1710,0.0,3
15568,686530170,10/22/2014,458000.0,3,2.25,2150,9900,1.0,0.0,3,8,700.0,1977,0.0,98052,2170,0.0,10
15569,808300470,12/2/2014,436000.0,4,2.5,2495,5751,2.0,0.0,3,7,0.0,2002,0.0,98019,2490,0.0,12
15570,7129303180,10/2/2014,310000.0,3,2.0,1290,6150,1.0,0.0,5,6,0.0,1950,0.0,98118,1960,0.0,10
15571,8944460290,10/23/2014,398000.0,5,2.5,3004,5700,2.0,0.0,3,9,0.0,2006,0.0,98030,2665,0.0,10
15572,2128000050,8/15/2014,625000.0,4,2.25,2070,7200,1.0,0.0,5,8,680.0,1977,0.0,98033,2110,0.0,8
15573,4139910170,12/16/2014,1010000.0,5,3.25,4050,35600,2.0,0.0,3,12,0.0,1990,0.0,98006,4770,0.0,12
15574,8122100235,4/13/2015,435000.0,2,1.0,960,6250,1.0,0.0,4,6,220.0,1940,0.0,98126,1090,0.0,4
15575,1117000050,3/13/2015,250000.0,3,2.25,1900,9990,1.0,0.0,3,7,600.0,1961,0.0,98003,1900,0.0,3
15577,1315300095,8/12/2014,790000.0,4,3.5,2720,3000,2.0,0.0,3,9,470.0,2014,0.0,98136,1600,0.0,8
15578,5093300280,7/9/2014,1680000.0,5,5.25,4830,18707,2.0,0.0,5,9,900.0,1952,1998.0,98040,2880,22.0,7
15579,3438503214,4/7/2015,250000.0,4,2.75,1920,7102,1.0,0.0,3,7,790.0,1992,0.0,98106,1830,0.0,4
15580,2346800461,6/13/2014,1120000.0,5,1.5,2540,6660,2.0,0.0,4,8,200.0,1954,0.0,98136,2460,0.0,6
15581,1826049408,4/27/2015,383900.0,3,1.5,1600,8040,1.0,0.0,4,7,550.0,1965,0.0,98133,1810,0.0,4
15582,5468780020,3/26/2015,330000.0,4,2.5,2210,5929,2.0,0.0,3,8,0.0,2004,0.0,98042,2200,0.0,3
15583,1126059091,9/15/2014,624000.0,3,2.5,2510,47044,1.0,0.0,4,7,600.0,1975,0.0,98072,2510,0.0,9
15584,3010300415,2/11/2015,383000.0,5,2.0,2280,5750,1.0,0.0,4,8,1140.0,1951,0.0,98116,1780,0.0,2
15585,619079016,6/2/2014,687000.0,4,3.25,4400,186846,2.0,0.0,4,9,0.0,1993,0.0,98022,2280,0.0,6
15586,3449800010,3/9/2015,558000.0,4,3.25,3160,8876,2.0,0.0,3,9,700.0,1997,0.0,98056,2900,0.0,3
15587,1231000500,9/5/2014,275000.0,3,2.0,1380,3500,2.0,0.0,3,7,0.0,1971,0.0,98118,1620,0.0,9
15589,104550660,7/28/2014,275000.0,3,2.5,1870,6821,2.0,0.0,3,7,0.0,1989,0.0,98023,1970,0.0,7
15590,1769600066,12/11/2014,700000.0,3,3.5,3030,11550,2.0,0.0,3,8,0.0,1971,0.0,98146,2340,0.0,12
15591,3762900020,6/24/2014,342500.0,2,1.75,1210,7507,1.0,0.0,3,7,0.0,1982,0.0,98034,1840,0.0,6
15593,3904100089,8/1/2014,190000.0,3,1.75,1350,7370,1.0,0.0,4,6,0.0,1912,0.0,98118,1440,0.0,8
15594,3904100089,3/18/2015,300000.0,3,1.75,1350,7370,1.0,0.0,4,6,0.0,1912,0.0,98118,1440,0.0,3
15595,1797500780,5/21/2014,540000.0,3,2.0,1470,1691,2.0,0.0,3,8,?,2007,0.0,98115,1660,0.0,5
15597,87000006,4/13/2015,275000.0,4,1.75,1680,19405,1.0,0.0,4,7,120.0,1959,0.0,98055,2000,0.0,4
15598,8074200185,8/25/2014,370000.0,3,2.75,2120,7650,1.0,0.0,4,7,0.0,1958,0.0,98056,1180,0.0,8
15599,9310300185,3/25/2015,227000.0,2,1.0,1040,9100,1.0,0.0,4,7,0.0,1937,0.0,98133,1950,0.0,3
15601,7129302555,10/3/2014,260000.0,2,1.0,1410,5650,1.5,0.0,3,6,0.0,1918,0.0,98118,1430,0.0,10
15603,3026079005,10/17/2014,640000.0,6,2.0,2840,228690,1.5,0.0,3,6,120.0,1948,0.0,98019,2330,0.0,10
15604,2413910050,2/13/2015,605000.0,4,1.75,3280,35160,1.0,0.0,3,7,1200.0,1976,0.0,98053,2510,0.0,2
15605,8078550190,3/2/2015,329950.0,3,2.25,2070,7995,1.0,0.0,3,7,720.0,1987,0.0,98031,1620,0.0,3
15606,2225079030,12/12/2014,180000.0,2,1.0,960,87991,1.5,0.0,3,5,0.0,1946,0.0,98014,1940,0.0,12
15607,2019200480,8/13/2014,220000.0,3,2.25,1470,7518,1.0,0.0,3,7,310.0,1985,0.0,98003,1720,0.0,8
15608,9274202005,7/2/2014,723000.0,4,2.25,2430,4748,1.5,0.0,3,8,800.0,1928,0.0,98116,2430,0.0,7
15610,1223039242,1/26/2015,388000.0,3,1.75,1760,9277,1.0,0.0,4,7,?,1962,0.0,98146,1760,0.0,1
15611,7657600005,10/31/2014,249950.0,5,2.0,1730,7375,1.0,0.0,4,6,0.0,1944,0.0,98178,1550,0.0,10
15612,8963300005,11/6/2014,390000.0,5,1.75,2290,7900,1.0,0.0,4,7,1100.0,1965,0.0,98133,1870,0.0,11
15614,686300420,6/23/2014,590000.0,4,2.5,3220,7875,1.5,0.0,4,8,0.0,1966,0.0,98008,1600,0.0,6
15615,9335400005,10/10/2014,292000.0,4,1.75,2130,11097,1.0,0.0,3,7,760.0,1952,0.0,98166,1850,0.0,10
15616,2321059093,8/5/2014,506000.0,3,2.5,2100,213008,1.0,0.0,3,8,0.0,1990,0.0,98092,1330,0.0,8
15617,7732410380,6/4/2014,907500.0,4,2.5,2770,8642,2.0,0.0,4,9,0.0,1987,0.0,98007,2670,0.0,6
15618,3625049088,7/2/2014,2270000.0,4,3.25,4040,18916,1.0,0.0,4,9,0.0,1954,0.0,98039,3000,0.0,7
15619,13001795,10/14/2014,319500.0,4,2.75,2500,5100,1.5,0.0,4,7,1080.0,1907,0.0,98108,1430,0.0,10
15620,1604602195,2/23/2015,265000.0,5,1.75,1580,5292,1.0,0.0,3,6,600.0,1913,0.0,98118,1600,0.0,2
15621,1003400250,6/5/2014,237000.0,3,1.0,1130,10650,1.0,0.0,3,7,0.0,1954,0.0,98188,1320,0.0,6
15622,42000006,9/10/2014,235000.0,5,1.0,1500,9282,1.5,0.0,5,6,0.0,1966,0.0,98168,1520,0.0,9
15625,538000190,2/13/2015,334950.0,4,2.5,2230,5500,2.0,0.0,3,7,0.0,1999,0.0,98038,1910,0.0,2
15626,2826049091,9/29/2014,259950.0,2,1.0,790,8100,1.0,0.0,3,6,0.0,1947,0.0,98125,1420,0.0,9
15627,6147650170,5/14/2014,253000.0,4,2.5,2230,4541,2.0,0.0,3,7,0.0,2006,0.0,98042,2800,0.0,5
15629,6844701680,3/25/2015,455000.0,2,1.5,1260,5100,1.0,0.0,3,7,0.0,1941,0.0,98115,1640,0.0,3
15630,9542000275,4/6/2015,675000.0,4,2.5,2420,18470,1.0,0.0,3,8,1500.0,1968,0.0,98005,2690,0.0,4
15632,8944460170,11/6/2014,368000.0,4,2.5,2689,5724,2.0,0.0,3,9,0.0,2006,0.0,98030,2665,0.0,11
15633,6431000005,11/23/2014,599995.0,3,1.0,1620,3000,1.5,0.0,5,7,0.0,1928,0.0,98103,1420,0.0,11
15634,3755000020,9/17/2014,342500.0,3,1.0,940,10500,1.0,0.0,4,7,?,1966,0.0,98034,1660,0.0,9
15635,1503200050,11/18/2014,252000.0,4,1.75,1940,13370,1.0,0.0,4,8,0.0,1974,0.0,98023,2405,0.0,11
15636,2599000130,7/16/2014,247200.0,3,1.0,1590,11200,1.0,0.0,4,7,0.0,1961,0.0,98092,1560,0.0,7
15637,871001980,5/6/2014,910000.0,3,3.5,3020,4082,2.0,0.0,3,9,940.0,1954,2004.0,98199,2060,16.0,5
15640,9433000480,9/22/2014,799950.0,4,3.5,3030,5494,3.0,0.0,3,9,?,2014,0.0,98052,2910,0.0,9
15641,6672920050,6/17/2014,400000.0,3,2.25,2140,11266,2.0,0.0,3,7,0.0,1986,0.0,98019,2000,0.0,6
15642,7893805650,5/5/2014,210000.0,5,2.0,2050,10200,1.0,0.0,3,6,620.0,1956,0.0,98198,1940,0.0,5
15643,7893805650,3/13/2015,475000.0,5,2.0,2050,10200,1.0,0.0,3,6,620.0,1956,0.0,98198,1940,0.0,3
15644,9542830480,5/4/2015,355900.0,3,2.5,2090,3821,2.0,0.0,3,7,0.0,2008,0.0,98038,2040,0.0,5
